group_id,confidence,confidence_score,recommendation,perusahaan_id,nama_usaha,alamat,your_reasoning
DUP_416,DEFINITE_DUPLICATE,95,MERGE,43225494,PARIS TOKO,JL ANDI MAKKASAU NO 49,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_416,DEFINITE_DUPLICATE,95,MERGE,97447271,TOKO PARIS,JL ANDI MAKASSAU NO 45,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_416,DEFINITE_DUPLICATE,95,MERGE,TEMP-1770093359851,toko paris,jl andi makassau,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_417,DEFINITE_DUPLICATE,95,MERGE,43245022,PINK TOKO,JALAN KEBUN SAYUR NO 1 B,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_417,DEFINITE_DUPLICATE,95,MERGE,5970628,TOKO PINK,JALAN KEBUN SAYUR NO. 1B,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_418,DEFINITE_DUPLICATE,95,MERGE,43246755,PLATINUM HOTEL,JALAN INDUSTRI KECIL,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_418,DEFINITE_DUPLICATE,95,MERGE,6708892,Hotel Platinum,JL. INDUSTRI KECIL,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_418,DEFINITE_DUPLICATE,95,MERGE,97504001,HOTEL PLATINUM,JL INDUSTRI KECIL,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_419,DEFINITE_DUPLICATE,95,MERGE,43254264,PRIMA MOTOR,JALAN BAU MASSEPE NO 276,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_419,DEFINITE_DUPLICATE,95,MERGE,97491949,PRIMA MOTOR,JALAN BAU MASSEPE NO 276,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_420,DEFINITE_DUPLICATE,95,MERGE,43259779,PURNAMA TOKO,JALAN BAU MASSEPE NO 279,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_420,DEFINITE_DUPLICATE,95,MERGE,5970603,TOKO PURNAMA,JL BAU MASSEPE NO 279,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_421,DEFINITE_DUPLICATE,95,MERGE,43271737,RAHMAT MUDA,JL BAU MASSEPE NO 430,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_421,DEFINITE_DUPLICATE,95,MERGE,6428608,"RAHMAT MUDA, CV",JL BAU MASSEPE NO 428,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_421,DEFINITE_DUPLICATE,95,MERGE,97459855,RAHMAT MUDA CV,JALAN BAU MASSEPE NO 428,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_422,DEFINITE_DUPLICATE,95,MERGE,43276355,RAYA MOTOR,JLN ANDI MAKASSAU NO 15,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_422,DEFINITE_DUPLICATE,95,MERGE,97443247,RAYA MOTOR CV,JL ANDI MAKKASAU NO. 25,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_423,DEFINITE_DUPLICATE,95,MERGE,43279426,RESKY ADVERTISING,BTN PONDOK INDAH SOREANG BLOK I NO 10,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_423,DEFINITE_DUPLICATE,95,MERGE,97496630,RESKY ADVERTISING CV,BTN PONDOK INDAH,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_424,DEFINITE_DUPLICATE,95,MERGE,43280871,REZKY SYARIAH ABADI,JL POROS POLWIL PERUMAHAN BUMI TASSISO PERMAI BLOK F NO 15,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_424,DEFINITE_DUPLICATE,95,MERGE,4355425,REZKY SYARIAH ABADI,JL POROS POLWIL PERUMAHAN BUMI TASSISO PERMAI,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_425,DEFINITE_DUPLICATE,95,MERGE,43291944,RUMAH SAKIT IBU DAN ANAK ANANDA TRIFA,JL. H. AGUSSALIM NO. 218,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_425,DEFINITE_DUPLICATE,95,MERGE,97499996,RUMAH SAKIT IBU DAN ANAK ANANDA TRIFA,JALAN AGUSSALIM NOMOR 218,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_426,PROBABLE_DUPLICATE,85,MERGE,43294956,SAHABAT TOKO,JALAN BAU MASSEPE NO 287,"Nama sangat mirip, alamat/GPS mendukung"
DUP_426,PROBABLE_DUPLICATE,85,MERGE,97503207,TOKO SAHABAT,JALAN BAU MASSEPE,"Nama sangat mirip, alamat/GPS mendukung"
DUP_427,DEFINITE_DUPLICATE,95,MERGE,43298835,SAMUDRA,JL.H.A.M ARSYAD,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_427,DEFINITE_DUPLICATE,95,MERGE,97481557,TOKO KELONTONG SAMUDRA,JL H A MUH ARSYAD,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_428,DEFINITE_DUPLICATE,95,MERGE,43306479,SAVARAZ CAHAYA MAKMUR,"JL. PERSATUAN, PERUMAHAN GRIYA SAVARAZ 2 BLOK C/9","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_428,DEFINITE_DUPLICATE,95,MERGE,6428947,"SAVARAZ CAHAYA MAKMUR, PT",JL PERSATUAN PERUM. SAVARAZ 2 BLOK C/9,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_429,PROBABLE_DUPLICATE,85,MERGE,43309565,SD UTAMA MUHAMMADIYAH 5 PAREPARE,JALAN PERUMNAS,"Nama sangat mirip, alamat/GPS mendukung"
DUP_429,PROBABLE_DUPLICATE,85,MERGE,TEMP-1768986224063-213,SD UTAMA MUHAMMADIYAH 5 PAREPARE,Jl. Cendrawasih Perumnas Wekke e,"Nama sangat mirip, alamat/GPS mendukung"
DUP_430,DEFINITE_DUPLICATE,95,MERGE,43313234,SEKOLAH ISLAM TERPADU BINA INSAN PAREPARE (2 PROGRAM),JL. JEND. SUDIRMAN NO 44 A,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_430,DEFINITE_DUPLICATE,95,MERGE,43313235,SEKOLAH ISLAM TERPADU BINA INSAN PAREPARE (4 PROGRAM),JL. JEND. SUDIRMAN NO 44 A,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_431,DEFINITE_DUPLICATE,95,MERGE,43317659,SENTRAL OLI TOKO,JL. BAU MASSEPE NO.390,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_431,DEFINITE_DUPLICATE,95,MERGE,5970609,SENTRAL OLI,JL BAU MASSEPE NO 398A,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_432,DEFINITE_DUPLICATE,95,MERGE,43317729,SENTRAL SULAWESI TOKO,JALAN LASINRANG NO 202,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_432,DEFINITE_DUPLICATE,95,MERGE,TEMP-1769311643981,toko sentral sulawesi,jln lasindarng,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_433,DEFINITE_DUPLICATE,95,MERGE,43322139,SHUN FAT FOOD,JALAN LKR LANYER,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_433,DEFINITE_DUPLICATE,95,MERGE,6707577,PT SHUN FAT FOOD,JL LINGKAR LANYER,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_434,DEFINITE_DUPLICATE,95,MERGE,43322866,SIFHA DANA,JL. H. AGUSSALIM LR. 1 NO. 5,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_434,DEFINITE_DUPLICATE,95,MERGE,6428931,"SIFHA DANA, CV",JL H. AGUS SALIM LR 1 NO 5,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_435,DEFINITE_DUPLICATE,75,MERGE,43326540,SINAR MAJU TOKO,JALAN LASINRANG NO 162,Nama/alamat/GPS tidak cukup mirip
DUP_435,DEFINITE_DUPLICATE,75,MERGE,97446764,TOKO SINAR BARU,JL LASINRANG NO 28,Nama/alamat/GPS tidak cukup mirip
DUP_435,DEFINITE_DUPLICATE,75,MERGE,97446844,TOKO SINAR PARE,JL LASINRANG NO 36,Nama/alamat/GPS tidak cukup mirip
DUP_435,DEFINITE_DUPLICATE,75,MERGE,TEMP-1769311605675,toko sinar maju,jln lasindrang,Nama/alamat/GPS tidak cukup mirip
DUP_435,DEFINITE_DUPLICATE,75,MERGE,TEMP-1769782709434,Sinar Jaya,Jl. Lasinrang ,Nama/alamat/GPS tidak cukup mirip
DUP_436,PROBABLE_DUPLICATE,88,MERGE,43348660,SUMBER SINAR SULAWESI UD NON JHT,JL. ANDI MAKKULAU PAREPARE,"Nama sangat mirip, alamat/GPS mendukung"
DUP_436,PROBABLE_DUPLICATE,88,MERGE,43348661,SUMBER SINAR SULAWESI UD,JL. ANDI MAKKULAU PAREPARE,"Nama sangat mirip, alamat/GPS mendukung"
DUP_437,DEFINITE_DUPLICATE,95,MERGE,43356535,SYAHRANI,JL PELITA TENGGARA NO 4,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_437,DEFINITE_DUPLICATE,95,MERGE,5970618,SYAHRANI,JL PELITA TENGGARA,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_437,DEFINITE_DUPLICATE,95,MERGE,6196347,TOKO SYAHRANI,JALAN PELITA TENGGARA,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_437,DEFINITE_DUPLICATE,95,MERGE,6708709,Toko Syahrani,JALAN PELITA TENGGARA NO 4,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_438,DEFINITE_DUPLICATE,95,MERGE,43360444,TANPA NAMA TOKO,JALAN ANDI MAKKASAU,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_438,DEFINITE_DUPLICATE,95,MERGE,97451396,TOKO TANPA NAMA,J L ANDI MAKKASAU,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_439,DEFINITE_DUPLICATE,95,MERGE,43362236,TB. JJ,JL H AGUSSALIM,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_439,DEFINITE_DUPLICATE,95,MERGE,TEMP-1769672683451,Toko Bangunan TB JJ,Jl. Haji Agussalim,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_440,DEFINITE_DUPLICATE,95,MERGE,43365515,TERAS EMPANG SALOKARAJAE PARE,JALAN ANDI DEWANG NO 99,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_440,DEFINITE_DUPLICATE,95,MERGE,58647204,TERAS EMPANG SALOKARAJAE PARE,JL. ANDI DEWANG NO. 99,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_441,DEFINITE_DUPLICATE,95,MERGE,43370732,TIRASA UTAMA PARE,JLN LAHALEDE 10,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_441,DEFINITE_DUPLICATE,95,MERGE,97505886,PT TIRASA UTAMA PARE,JL LAHALEDE NO.71,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_442,DEFINITE_DUPLICATE,95,MERGE,43373166,TK AISYIYAH 3,JL. PANTI ASUHAN NO. 5,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_442,DEFINITE_DUPLICATE,95,MERGE,4590917,TK AISYIYAH 3,"JL. PANTI ASUHAN NO. 5, UJUNG LARE","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_443,DEFINITE_DUPLICATE,95,MERGE,43379733,TK KEMALA BHAYANGKARI 19,JL. M. KURDI NO. 1,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_443,DEFINITE_DUPLICATE,95,MERGE,97442606,TK KEMALA BHAYANGKARI 19,JALAN MUH.KURDI NO 1,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_444,PROBABLE_DUPLICATE,87,MERGE,43384111,TK PGRI CAB SOREANG,JL. MELINGKAR,"Nama sangat mirip, alamat/GPS mendukung"
DUP_444,PROBABLE_DUPLICATE,87,MERGE,97484207,TK PGRI SOREANG,JL MELINGKAR,"Nama sangat mirip, alamat/GPS mendukung"
DUP_445,PROBABLE_DUPLICATE,85,MERGE,4338472,MITRA JASA UTAMA,LOMPOE,"Nama sangat mirip, alamat/GPS mendukung"
DUP_445,PROBABLE_DUPLICATE,85,MERGE,58579084,MITRA JASA UTAMA PARE,JL. LINGKAR,"Nama sangat mirip, alamat/GPS mendukung"
DUP_446,DEFINITE_DUPLICATE,95,MERGE,43386653,TKBM MALLUSETASI MUATAN BAGASI KELOMPOK 2,JALAN ANDI CAMMI,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_446,DEFINITE_DUPLICATE,95,MERGE,43386654,TKBM MALLUSETASI MUATAN BAGASI KELOMPOK 3,JALAN ANDI CAMMI,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_446,DEFINITE_DUPLICATE,95,MERGE,43386655,TKBM MALLUSETASI MUATAN BAGASI KELOMPOK 4,JALAN ANDI CAMMI,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_447,PROBABLE_DUPLICATE,87,MERGE,43386657,TKBM MALLUSETASI RUMPUT LAUT BACHTIAR,JL ANDI CAMMI,"Nama mirip, dukungan alamat/GPS sebagian"
DUP_447,PROBABLE_DUPLICATE,87,MERGE,43386658,TKBM MALLUSETASI RUMPUT LAUT RUSTANG,JL ANDI CAMMI,"Nama mirip, dukungan alamat/GPS sebagian"
DUP_447,PROBABLE_DUPLICATE,87,MERGE,43386659,TKBM MALLUSETASI RUMPUT LAUT UMAR,JL ANDI CAMMI,"Nama mirip, dukungan alamat/GPS sebagian"
DUP_448,DEFINITE_DUPLICATE,95,MERGE,43387919,TOKO ADIPURA,JL BAU MASSEPE NO 117,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_448,DEFINITE_DUPLICATE,95,MERGE,97449272,TOKO ADIPURA,JL BAU MASSEPE NO 1 25,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_449,DEFINITE_DUPLICATE,95,MERGE,43390494,TOKO DUTA LISTRIK,JL. BAU MASSEPE NO. 127,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_449,DEFINITE_DUPLICATE,95,MERGE,55704543,TOKO DUTA LISTRIK <DUTA LISTRIK>,"Jalan Bau Massepe No. 127, RT 0/RW 0","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_450,DEFINITE_DUPLICATE,95,MERGE,43390656,TOKO EMAS KEMBANG,"JL LASINRANG NO 40, PAREPARE","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_450,DEFINITE_DUPLICATE,95,MERGE,97447254,TOKO EMAS KEMBANG,JL LASINRANG NO 38,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_451,DEFINITE_DUPLICATE,95,MERGE,43391996,TOKO JAYA PERKASA,JL. LASINRANG NO.172,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_451,DEFINITE_DUPLICATE,95,MERGE,97750028,TOKO JAYA PERKASA,JALAN LASINRANG NO. 172,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_452,DEFINITE_DUPLICATE,95,MERGE,43392969,TOKO MADYA,JL LASINRANG NO 42,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_452,DEFINITE_DUPLICATE,95,MERGE,97446746,TOKO MADYA,JL LASINRANG,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_453,DEFINITE_DUPLICATE,95,MERGE,43393110,TOKO MALINDO RAYA,JL VETERAN,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_453,DEFINITE_DUPLICATE,95,MERGE,TEMP-1770372646378,MALINDO RAYA,JL. VETERAN,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_454,DEFINITE_DUPLICATE,95,MERGE,43393274,TOKO MAS BENTENG,JL LASINRANG NO 56,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_454,DEFINITE_DUPLICATE,95,MERGE,97447235,TOKO BENTENG MAS,JL LASINRANG NO 56,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_455,PROBABLE_DUPLICATE,85,MERGE,43393929,TOKO MODE BABYSHOP,JL SULTAN HASANUDDIN NO 67 A,"Nama sangat mirip, alamat/GPS mendukung"
DUP_455,PROBABLE_DUPLICATE,85,MERGE,TEMP-1769138445525,Toko Mode Baby,Jl. Sultan Hasanuddin,"Nama sangat mirip, alamat/GPS mendukung"
DUP_456,PROBABLE_DUPLICATE,85,MERGE,43394168,TOKO NAJWA,JL LASINRANG DEPAN MASJID TAQWA,"Nama sangat mirip, alamat/GPS mendukung"
DUP_456,PROBABLE_DUPLICATE,85,MERGE,TEMP-1768986224062-51,Toko Najwa 1,jl Lasinrang,"Nama sangat mirip, alamat/GPS mendukung"
DUP_457,DEFINITE_DUPLICATE,85,MERGE,43396359,TOKO SARI,JL SULTAN HASANUDDIN NO 48,"Nama sangat mirip, alamat/GPS mendukung"
DUP_457,DEFINITE_DUPLICATE,85,MERGE,97447178,TOKO STAR,JL SULTAN HASANUDDIN NO 77,"Nama sangat mirip, alamat/GPS mendukung"
DUP_457,DEFINITE_DUPLICATE,85,MERGE,97455363,TOKO SARI,JALAN SULTAN HASANUDDIN NO.48,"Nama sangat mirip, alamat/GPS mendukung"
DUP_457,DEFINITE_DUPLICATE,85,MERGE,TEMP-1769138372629,Toko Stars,Jl.Sultan Hasanuddin,"Nama sangat mirip, alamat/GPS mendukung"
DUP_458,DEFINITE_DUPLICATE,95,MERGE,43396561,TOKO SEKAWAN,JALAN BAU MASSEPE NO 287,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_458,DEFINITE_DUPLICATE,95,MERGE,97470942,TOKO SEKAWAN,JALAN BAU MASSEPE,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_458,DEFINITE_DUPLICATE,95,MERGE,97499181,TOKO SEKAWAN,JALAN BAU MASSEPE,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_459,PROBABLE_DUPLICATE,85,MERGE,43399299,TONI PRATAMA,JL. DAMIS NO. 15,"Nama sangat mirip, alamat/GPS mendukung"
DUP_459,PROBABLE_DUPLICATE,85,MERGE,4463556,TONY PRATAMA,"JL DAMIS, SUMPANG MINANGAE","Nama sangat mirip, alamat/GPS mendukung"
DUP_460,DEFINITE_DUPLICATE,95,MERGE,43399323,TONY BAKERY,JL. ANDI MAPPATOLA NO 20,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_460,DEFINITE_DUPLICATE,95,MERGE,97462193,TONY BAKERY,JL ANDI MAPPATOLA,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_461,PROBABLE_DUPLICATE,86,MERGE,43413106,UD NUR,JALAN BELIBIS,"Nama sangat mirip, alamat/GPS mendukung"
DUP_461,PROBABLE_DUPLICATE,86,MERGE,6492787,Nur Salon,jalan Belibis No.1,"Nama sangat mirip, alamat/GPS mendukung"
DUP_462,PROBABLE_DUPLICATE,85,MERGE,43413961,UKA BINTANG ANUGRAH,JLN ANDI CAMMI NO 43 PARE PARE,"Nama sangat mirip, alamat/GPS mendukung"
DUP_462,PROBABLE_DUPLICATE,85,MERGE,97491358,UKA BINTANG ANUGERAH CV,JALAN ANDI CAMMI,"Nama sangat mirip, alamat/GPS mendukung"
DUP_463,PROBABLE_DUPLICATE,85,MERGE,43418500,UNIVERSITAS MUHAMMADIYAH PARE-PARE,JL. JEND. AHMAD YANI NO.KM. 6,"Nama sangat mirip, alamat/GPS mendukung"
DUP_463,PROBABLE_DUPLICATE,85,MERGE,97493515,UNIVERSITAS MUHAMMADIYAH PAREPARE UMPAR,JALAN JEND. AHMAD YANI KM 6,"Nama sangat mirip, alamat/GPS mendukung"
DUP_464,DEFINITE_DUPLICATE,95,MERGE,43430726,WARUNG AYAM GEPREK ZAM,JL. BAU MASSEPE KEL LABUKKANG KEC UJUNG PAREPARE,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_464,DEFINITE_DUPLICATE,95,MERGE,TEMP-1769593708037,Ayam Geprek Zam,Jl. H. Agussalim ,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_465,PROBABLE_DUPLICATE,85,MERGE,43446371,YAYASAN LEMBAGA KURSUS DAN PELATIHAN KHANSABIKA,JL KELAPA GADING PESONA ELKA RESIDENS A NO 6,"Nama sangat mirip, alamat/GPS mendukung"
DUP_465,PROBABLE_DUPLICATE,85,MERGE,4402527,LEMBAGA KURSUS DAN PELATIHAN KHANSABIKA,JL KELAPA GADING PESONA ELKA RESIDENS,"Nama sangat mirip, alamat/GPS mendukung"
DUP_466,DEFINITE_DUPLICATE,95,MERGE,43455008,YURO PEMUDA PERKASA,JALAN PEMUDA NO 15,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_466,DEFINITE_DUPLICATE,95,MERGE,97506210,YURO PEMUDA PERKASA CV,JALAN PEMUDA NO H 15,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_467,DEFINITE_DUPLICATE,95,MERGE,4355815,AINUN BERLIAN,JL. BAMBU RUNCING,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_467,DEFINITE_DUPLICATE,95,MERGE,6428905,"AINUN BERLIAN, CV",JL. BAMBU RUNCING,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_468,PROBABLE_DUPLICATE,85,MERGE,4362838,PELITA KARYA,JL PELITA,"Nama sangat mirip, alamat/GPS mendukung"
DUP_468,PROBABLE_DUPLICATE,85,MERGE,57477012,CV. PELITA KARYA,JL. PELITA NO. 34 PAREPARE,"Nama sangat mirip, alamat/GPS mendukung"
DUP_469,PROBABLE_DUPLICATE,85,MERGE,4373132,ARTHA PRIMA FINANCE,JALAN DURIAN,"Nama sangat mirip, alamat/GPS mendukung"
DUP_469,PROBABLE_DUPLICATE,85,MERGE,97450875,PT ARTHAPRIMA FINANCE,JALAN DURI AN,"Nama sangat mirip, alamat/GPS mendukung"
DUP_470,DEFINITE_DUPLICATE,95,MERGE,4385158,NURNABILA,JL H AGUSSALIM LR 3,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_470,DEFINITE_DUPLICATE,95,MERGE,6428894,"NURNABILA, CV",JL H. AGUSSALIM LRG. 3,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_471,PROBABLE_DUPLICATE,85,MERGE,4399496,ASURANSI TRI PAKARTA,JL AGUS SALIM,"Nama sangat mirip, alamat/GPS mendukung"
DUP_471,PROBABLE_DUPLICATE,85,MERGE,97477128,ASURANSI TRIPAKARTA PT,JALAN HAJI AGUSSALIM,"Nama sangat mirip, alamat/GPS mendukung"
DUP_472,DEFINITE_DUPLICATE,95,MERGE,4445615,"SUMBER SINAR SULAWESI, PT",JL. A. MAKKULAU NO. 88,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_472,DEFINITE_DUPLICATE,95,MERGE,97481589,SUMBER SINAR SULAWESI,JL. A. MAKKULAU NO. 88,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_473,DEFINITE_DUPLICATE,95,MERGE,4454024,BAIM ENERGY UTAMA,JL. BAU MASSEPE (KOMPLEKS LA SATTUNG NO. 7),"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_473,DEFINITE_DUPLICATE,95,MERGE,6429000,"BAIM ENERGY UTAMA, PT",JL BAU MASSEPE KOMPLEKS LA SATTUNG NO 7,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_474,PROBABLE_DUPLICATE,85,MERGE,4473937,ZAHRA ADIBA,JL JEND. M YUSUF,"Nama sangat mirip, alamat/GPS mendukung"
DUP_474,PROBABLE_DUPLICATE,85,MERGE,6428715,"ZAHRA ADIBA, CV",JL JEND M. YUSUF PAREPARE,"Nama sangat mirip, alamat/GPS mendukung"
DUP_475,PROBABLE_DUPLICATE,85,MERGE,4511297,CV. BUAH MAS MOTOR,JL. BAU MASSEPE NO. 158 RT. 000 RW. 000,"Nama sangat mirip, alamat/GPS mendukung"
DUP_475,PROBABLE_DUPLICATE,85,MERGE,97750339,CV BUAH MAS MOTOR,JALAN BAUMASSEPE NO 158,"Nama sangat mirip, alamat/GPS mendukung"
DUP_476,DEFINITE_DUPLICATE,95,MERGE,4592418,PALLAWA TALLUNG URA,JL TAKKALAO,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_476,DEFINITE_DUPLICATE,95,MERGE,6428942,"PALLAWA TALLUNG URA, CV",JL TAKKALAO,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_477,PROBABLE_DUPLICATE,85,MERGE,4924132,USAHA KUE BASAH <MARMI>,JL. H. A. M. ARSYAD LR PUSRI,"Nama sangat mirip, alamat/GPS mendukung"
DUP_477,PROBABLE_DUPLICATE,85,MERGE,6593403,USAHA KUE BASAH <MAKATTI>,JL. H. A. M. ARSYAD RT 0 RW 05,"Nama sangat mirip, alamat/GPS mendukung"
DUP_478,DEFINITE_DUPLICATE,73,MERGE,4924151,USAHA BATU BATA <HERMAN>,JALAN PENDIDIKAN,"Nama mirip, dukungan alamat/GPS sebagian"
DUP_478,DEFINITE_DUPLICATE,73,MERGE,4924158,USAHA BATU BATA <MUHAMMAD>,JALAN PENDIDIKAN,"Nama mirip, dukungan alamat/GPS sebagian"
DUP_478,DEFINITE_DUPLICATE,73,MERGE,4924159,USAHA BATU BATA <AZIZ>,JALAN SATELIT,"Nama mirip, dukungan alamat/GPS sebagian"
DUP_478,DEFINITE_DUPLICATE,73,MERGE,4924160,USAHA BATU BATA <KALU>,JALAN SATELIT,"Nama mirip, dukungan alamat/GPS sebagian"
DUP_478,DEFINITE_DUPLICATE,73,MERGE,4924161,USAHA BATU BATA <SANRO>,JALAN SATELIT,"Nama mirip, dukungan alamat/GPS sebagian"
DUP_478,DEFINITE_DUPLICATE,73,MERGE,4924162,USAHA BATU BATA <SAING>,JALAN SATELIT,"Nama mirip, dukungan alamat/GPS sebagian"
DUP_478,DEFINITE_DUPLICATE,73,MERGE,6593435,USAHA BATU BATA LAMADI,JL. PENDIDIKAN RT 03 RW 01,"Nama mirip, dukungan alamat/GPS sebagian"
DUP_478,DEFINITE_DUPLICATE,73,MERGE,6593436,USAHA BATU BATA TALER,JL. PAOBALIE RT 03 RW 01,"Nama mirip, dukungan alamat/GPS sebagian"
DUP_478,DEFINITE_DUPLICATE,73,MERGE,6593437,USAHA BATU BATA DARNANI,"JL, PAOBALIE RT 03 RW 01","Nama mirip, dukungan alamat/GPS sebagian"
DUP_478,DEFINITE_DUPLICATE,73,MERGE,6593438,USAHA BATU BATA DARMAWATI,JL. PAOBALIE T 03 RW 01,"Nama mirip, dukungan alamat/GPS sebagian"
DUP_478,DEFINITE_DUPLICATE,73,MERGE,6593439,USAHA BATU BATA RUSDI,JL. PAOBALIE RT 03 RW 01,"Nama mirip, dukungan alamat/GPS sebagian"
DUP_478,DEFINITE_DUPLICATE,73,MERGE,6593444,USAHA BATU BATA SUKARDI,JL. SATELIT RT 03 RW 01,"Nama mirip, dukungan alamat/GPS sebagian"
