idsbr,nama_usaha,nama_komersial_usaha,alamat,nama_sls,kodepos,nomor_telepon,nomor_whatsapp,email,website,latitude,longitude,keberadaan_usaha,kdprov,kdkab,kdkec,kddesa
97469947,ANEKA JASA,,JL JEND MUH YUSUF,,,,,,,,,1,73,72,010,005
97467716,PERCETAKAN KRAN,,JL LASINRANG LORONG 34 NO 85 B,,,99849340,,,,,,1,73,72,030,001
97467734,TK AISYIYAH 1 BUSTANUL ATHFAL,,JL LASINRANG GANG 35 NO 1,,,22613,,,,,,1,73,72,030,001
97471503,PNM PERMODALAN MADANI PERSERO,,JALAN VETERAN NO 21 A,,,042128738,,,,,,1,73,72,020,002
97470065,KSU HARMONIS,,JALAN ABDUL RASYID NO.3,,,42610570,,,,,,1,73,72,020,001
97461802,SMP AL BADAR,,JL PESANTREN,,,42417885,,,,,,1,73,72,010,003
97456626,PRAKTEK SPESIALIS ANAK,,JL PETTANA RAJENG NO.5,,,085340089072,,,,,,1,73,72,020,003
97461208,KLINIK DR DAVID LENGKONG,,JL LAHALEDE,,,4162275,,,,,,1,73,72,030,004
97461272,SMP KRISTEN,,JALAN M ARSYAD NO 22,,,55971107,,,,,,1,73,72,030,002
97461303,KSU MATTIRODECENG,,JL. BAU MASSEPE/JALAN REFORMASI NO 7,,,042128161,,,,,,1,73,72,011,006
97461427,LPS FAUZAN ASHIMA,,JALAN DELIMA,,,42667372,,,,,,1,73,72,020,002
97461482,DEWI AERO,,JL. ANDI MAPPATOLA,,,4606678,,,,,,1,73,72,020,003
97461669,PANDA CV,,JALAN TAKKALAO NO 86,,,081354888977,,,,,,1,73,72,030,005
97470149,KOPERASI CABANG ADIDAYA,KOPERASI ADIDAYA,JL. JAMBU NO. 6,,,97775393,,,,,,1,73,72,011,001
97471582,TOKO MAKMUR,,JALAN BAU MASSEPE,,,0811314991,,,,,,1,73,72,020,002
97471580,INDOMART,,JALAN BAU MASSEPE,,,,,,WWW.INDOMARET.CO.ID,,,1,73,72,020,002
97471581,BENGKEL HARAPAN MOTOR,,JALAN BAU MASSEPE NO 409,,,440334,,,,,,1,73,72,020,002
97467846,KARYA REJEKI NUSANTARA CV,,JL CENDRAWASIH BLOK H,,,48405408,,,,,,1,73,72,010,005
97471584,BUNGA TERATAI PT,,JALAN DAENG PARANI,,,99982079,,BUNGATERATAI@GMAIL.COM,,,,1,73,72,020,002
97470210,TERAS BRI PT,,JALAN BAUMASSEPE,,,46593822,,,,,,1,73,72,011,003
97471644,LUMPUE INDAH PT,,JL LINGKAR LANYER,,,081342169988,,,,,,1,73,72,010,005
97473192,ALFAMIDI,,JL H. A. MUH. ARSYAD NO 63,,,082317772919,,,,,,1,73,72,030,006
97470285,TOKO SEMBAKO <HJ MAMMI>TOKO LINTAS JAYA,,JL.GARUDA WEKKIE,,,082188009543,,,,,,8,73,72,010,004
97471694,SEKOLAH MI DDI,,JL ABU BAKAR LAMBOGO (PESANTREN DDI),,,42216104,,,,,,1,73,72,030,004
97467967,SD KRISTEN 1,,JALAN M ARSYAD NO 22,,,55019648,,,,,,1,73,72,030,002
97467969,KOPERASI PENGAYOMAN,,JL JEND SUDIRMAN,,,94849449,,,,,,1,73,72,011,004
97464296,JAYA MUTIARA ABADI CV,,JALAN GURU MAMIN,,,085242213331,,,,,,1,73,72,030,003
97464317,PT DUA RIBU WISATA,,JALAN GURU M AMIN,,,,,,,,,1,73,72,030,003
97466773,KOPERASI SDN 36,,JALAN KESUMA UTARA,,,,,,,,,1,73,72,011,006
97466832,SPORTS STATION,,JALAN BAU MASSEPE,,,042126552,,,,,,6,73,72,020,002
97471148,BENGKEL MOTOR DIKO,,JL.H JAMIL ISMAIL,,,4116523,,,,,,1,73,72,030,004
97474407,HERA SALON <A.SUMARNI>,,JALAN. JEND. A.YANI,,,082396523401,,,,,,1,73,72,020,005
97472589,PENGINAPAN TRANSIT,,JALAN ANDI CAMMI,,,08114211255,,,,,,1,73,72,020,002
97474534,TOKO KELONTONG (NURHIDAYA),,JL ABU BAKAR LAMBOGO (PESANTREN DDI),,,081342504621,,NURHIDAYAHLATIF@GMAIL.COM,,,,1,73,72,030,004
97476331,KANTOR NOTARIS <A LINA Z>,,JL KARAENG BURANE NO 11,,,085343816800,,LINA.ZULFIANY@GMAIL.COM,,,,1,73,72,020,002
97476387,BAKSO MINI RASA 2 (MARNO ADI SAPUTRA),,JLN. ANDI MAPPANGARA,,,,,,,,,1,73,72,020,005
97472713,"HADJI KALLA, PT / KALLA TOYOTA","HADJI KALLA, PT",JALAN H. A. M. ARSYAD NO. 75,,,042123622,,adil.idris@kallagroup.co.id,https://www.kallatoyota.co.id/dealer/kalla-toyota-cab-pare-pare,,,1,73,72,030,006
97474567,SD NEGERI 7 PAREPARE,,JL BELIBIS,,,42425365,,,,,,1,73,72,030,003
97471290,CV CAHAYA INTAN,,JL PETTA UNGA,,,18760297,,,,,,1,73,72,030,006
97476297,SURYA CIPTA MULTI NIAGA (GUDANG) PT,,JALAN BUMI HARAPAN,,,,,,,,,1,73,72,011,002
97474627,TK SAHRA (SITI RABIAH),,JLN. JEND. AHMAD YANI,,,,,,,,,1,73,72,020,005
97476568,KPRI SMA 1 PAREPARE,,JL MATAHARI NO 3,,,42448226,,,,,,1,73,72,020,002
97476378,CV SELVINA PUTRI,,JL LACANGGA,,,,,,,,,1,73,72,010,004
97476516,MUNANDAR CV,,JL ABU BAKAR LAMBOGO NO 37 D,,,52133877,,,,,,1,73,72,030,004
97476542,NR PHOTO DIGITAL (DARWIS),,JLN. ANDI MAPPANGARA,,,,,,,,,4,73,72,020,005
97471427,BANK BRI UNIT HASANUDDIN,,JL BASO DG PATOMPO,,,27905,,,,,,1,73,72,020,003
97476523,"INDOMARCO PRISMATAMA, PT",Indomaret,JL. JEND SUDIRMAN NO. 1,,,08539888944,,,,,,1,73,72,011,002
97476556,PONOOK PASANTREN MTS HAFIDZIYAH,,JALAN BUMI ASRI,,,344925005,,JAUHARMANIKAMMO@IMA.COM,,,,1,73,72,011,002
97476646,DOKTER UMUM,,JL PETTANA RAJENG,,,42254656,,,,,,1,73,72,020,003
97476678,CV SINAR AGUNG,,JALAN JEND SUDIRMAN,,,,,,,,,1,73,72,011,002
97476691,PUSTU BUMI INDAH,,JL TENTARA PELAJAR LORONG PUSTU,,,55829114,,,,,,1,73,72,020,005
97474863,SMP PESANTREN HIDAYATULLAH,,JL SAKINA,,,53338730,,,,,,1,73,72,011,002
97474866,TOKO EMAS MASINDAH,,J L LASINRANG,,,21120,,,,,,1,73,72,030,002
97474865,TOKO SEMBILAN,,AL LASINRANG,,,21942,,,,,,1,73,72,030,002
97474867,TOKO EMASINDAH,,JL LASINRANG,,,21722,,,,,,1,73,72,030,002
97474719,PT PANCA MERAK SAMUDRA,,JALAN BAU MASSEPE NO 419,,,042121649,,,,,,1,73,72,020,002
97476597,PT PELABUHAN INDONESIA <PERSERO> CAB PARE PARE,,JALAN TARAKAN,,,,,PAREPARE@PELABUHAN4.CO.ID,,,,9,73,72,020,003
97476737,PT. MURLAH RAYA,,JALAN MANGGA TENGAH NO 34,,,042121049,,,,,,9,73,72,020,001
97476749,PT MOJONG MITRA MAJU (GUDANG),,JALAN BUMI HARAPAN,,,,,,,,,1,73,72,011,002
97464639,AGEN KANTOR POS <HJ. HASMAWATI>,,BTN TIMURAMA BLOK A17/9,,,085343591584,,YUMUS_SYAMSUDDIN@YAHOO.CO.ID,,,,1,73,72,010,004
97463060,"SUMBER ALFARIA TRIJAYA TBK, PT",ALFAMARET,JL. VETERAN NO. 2,,,081294669889,,,,,,1,73,72,020,002
97469613,KOST KOSTAN(SARMAN ),,JL MUHAMMADIYAH,,,252627720,,,,,,1,73,72,030,004
97469635,DARUD DA`WA WAL IRSYAD,,JL. LAPPA ANGING,,,46958808,,,,,,1,73,72,010,002
97469636,DOKTER GIGI,,JL PAHLAWAN,,,,,,,,,1,73,72,011,003
97471753,RUMAH MAKAN ILHAM,,JALAN BAU MASSEPE NO 391,,,39709740,,,,,,1,73,72,020,002
97470361,"NURUL AZIZAH, CV",,BTN PARE PERMAL BLOK EL NO.2,,,,,,,,,1,73,72,020,005
97470386,JURU PARKIR (BRAM),,JL SAWI,,,,,,,,,1,73,72,030,004
97471784,SEKOLAH TK RA UNDI,,JL ABU BAKAR LAMBOGO (PESANTREN DDI),,,99851239,,,,,,1,73,72,030,004
97471785,KANTIN PESANTREN DDI,,JL ABU BAKAR LAMBOGE LPESPTREN DDIT,,,55724671,,,,,,1,73,72,030,004
97473378,HR (ALIK HARUN(),,JLN. ANDI MAPPANGARA,,,,,,,,,7,73,72,020,005
97471806,BIO WATER (AHMAD ARIEF),,JL H AGUS SALIM,,,4200018,,,,,,1,73,72,011,005
97470390,TOKO ORIEANTAL,,JALAN DAENG PARANI NO 12,,,87672748,,,,,,1,73,72,020,002
97473409,WARUNG BAKSO (MAS AMIN),,JL H A MUH ARSYAD,,,44462161,,,,,,1,73,72,030,005
97471847,BINTANG VARIASI,,JALAN BAU MASSEPE,,,082193143338,,,,,,1,73,72,020,002
97471845,TOKO ARTIS,,JALAN BAU MASSEPE NO 397,,,43827772,,,,,,1,73,72,020,002
97473408,BENGKEL (WILLY),,JL. H. A. MUH. ARSYAD,,,42262338,,,,,,1,73,72,030,005
97471846,YANI BABY SHOP,,JALAN BAU MASSEPE,,,46557676,,,,,,1,73,72,020,002
97471871,SALON THATY,,JALAN BAU MASSEPE,,,43563365,,,,,,1,73,72,020,002
94422249,BTN KANTOR LAYANAN SYARIAH PARE-PARE,BANK BTN SYARIAH PAREPARE,Jl. Adi Makkasau No 115-117,,,27707,,,,-4.00809,119.628,1,73,72,030,004
97465111,TOKO SEMBAKO (H DERRU),,JL PELITA NO 18,,,,,,,,,1,73,72,030,001
97469378,KURSUS MENGEMUDI <SOLIHIN>,,IL SULOLIPU NO. 21,,,08114250055,,,,,,1,73,72,020,003
97469400,HJ ST FAISAH UD,,JL PINISI,,,,,,,,,1,73,72,011,004
97469408,SMP FRATER,,J L VETERAN NO 27,,,42635707,,,,,,1,73,72,020,002
97469424,CATHERINA BOOTH,,JL H A M ARSYAD,,,,,,,,,1,73,72,030,007
97469420,SMP NEGERI 8 PAREPARE,,JL LASANGGA WEKKEE NO 10,,,27680,,SMPN8PAREPARE@GMAIL.COM,,,,1,73,72,010,004
97469459,PUTRA AMBARAWA JATI,,JL JEND AHMAD YANI,,,343986364,,,,,,1,73,72,030,007
97469444,KLINIK KECANTIKAN MUSLIMAH (HJ SURIATI),,JALAN PANORAMA INDAH NO 40,,,,,,,,,1,73,72,020,005
97469510,TOKO SINAR WIJAYA,,JALAN DAENG PARANI NO 8,,,55938343,,,,,,1,73,72,020,002
97469518,L P P T K A AL ISTIQAMAH,,KOMPLEKS BTN BERINGIN BLOK A,,,,,,,,,1,73,72,011,002
97476757,DES TEKNOLOGI INFORMASI PT,,IL TITANG 66.BARONANG,,,18820007,,,,,,1,73,72,030,006
97476834,SMP PGRI 1,,JL JENDRAL SUDIRMAN,,,4156453,,,,,,1,73,72,020,005
97474974,CAHAYA BATIK,,JALAN BAU MASSEPE,,,,,,,,,1,73,72,020,001
97476802,APOTIK PERMANA,,JALAN SYAMSUL BAHRI NO 11,,,22716,,,,,,1,73,72,020,001
97472727,"BONE JAYA WISATA, PT",BONE JAYA WISATA,JALAN ANDI CAMMI NO. 94 RT: RT 00,,,042123358,,,,-4.01441,119.621,1,73,72,020,002
97472759,GALA WISATA PARMAS PT,,JALAN ANDI CAMMI NO 9B,,,081351852422,,,,,,1,73,72,020,002
97472730,CINEMA CAFE DAN RESTO,,JALAN BAU MASSEPE,,,41591117,,,,,,1,73,72,020,002
97472732,TOK O EVEL TRY,,JALAN BAU MASSEPE NO 387,,,420886,,,,,,1,73,72,020,002
97475061,PT MNC SKYVISION,,JL A MAPPATOLA,,,042125790,,,,,,6,73,72,020,003
97472748,PANGKALAN GAS 3 KG (NGASIMIN),GAS NGASIMIN,JL. H. A. M. ARSYAD NO. 46,,,085397116427,,,,,,1,73,72,030,005
97472766,MTM GAMES,,JALAN BAU MASSEPE NO 385,,,085250646208,,,,,,1,73,72,020,002
97472211,BENGKEL 58 (RASIDIN),,JLN. JEND. AHMAD YANI,,,98820421,,,,,,1,73,72,020,005
97472231,TOKO PAKAIAN <AGUSTINA>,,JLN. JEND. AHMAD YANI,,,085242942529,,,,,,1,73,72,020,005
97473619,STAND PUTRI FAHRI <NASIR>,STAND PUTRI FAHRI,PASAR SENTRAL LAKESSI PAREPARE JL. LASINRANG,,,082187005,,,,,,1,73,72,030,002
97473622,JUAL KELONTONG (YUSUF ALFIAN),,JL ABU BAKAR LAMBOGO (PESANTREN DDI),,,6442501,,,,,,1,73,72,030,004
97472267,SD NEGERI 55,,JALAN MATAHARI NO 24,,,,,SDNLIMALIMA@YHOOCOID,,,,1,73,72,020,002
97473623,MEMBUAT NASI (ERNA),,JL ABU BAKAR LAMBOGO (PESANTREN DDI),,,54938243,,,,,,1,73,72,030,004
97468367,ADVOKAD (H. GUSTI FIRMANSYAH. SH),,JL BAU MASSEPE,,,4249934,,,,,,1,73,72,011,005
97468371,KOPERASI GEMILANG,,JL BAU MASSEPE,,,42981344,,,,,,1,73,72,011,005
97475810,TV KABEL (CIBE MUIS),,JALAN TAKKALAO NO 89 A,,,4273027,,,,,,1,73,72,030,005
97473621,MADRASAH TSNAWIYAH,,JL ABU BAKAR LAMBOGO (PESANTREN DDI),,,268730,,,,,,1,73,72,030,004
97475818,TOKO KEMBANG TANI,,JL LIU BULOE,,,4111947,,,,,,1,73,72,010,004
97475819,PANTI PIJAT SEGAR,,JALAN JAMBU,,,,,,,,,1,73,72,020,001
97446499,JUAL PAKAIAN JADI (SAMSIAR),,JALAN BAUMASSEPE,,,,,,,,,1,73,72,011,006
97504685,HOTEL BUGIS,,JL DAENG PAWERU NO,,,28333,,,,,,1,73,72,030,001
97504763,USAHA SIARAN TV KABEL (SAHARUDDIN),,JALAN H A M ARSYAD,,,87024285,,,,,,1,73,72,030,005
97504768,PAUD NUSAINDAH,,JL ANDI MAPPAGULUNG,,,4115537,,,,,,1,73,72,030,005
97504769,USAHA PABRIK KERIKIL (YUSRAN),,JALAN SATELIT,,,,,,,,,1,73,72,030,007
97499081,RUMAH SAKIT KUSTA LAULENG,,JL POROS PINRANG KM 4,,,99840353,,,,,,1,73,72,030,007
97501339,HOTEL GANDARIA,,JALAN BAU MASSEPE,,,21093,,,,,,1,73,72,020,002
97499183,JUAL GAS ELPIJI ATIRAH,,JL WIRABUANA,,,42358282,,,,,,1,73,72,020,005
97497687,PERSEWAAN KAMAR(SUMARDI),,JALAN MATTIROTASI,,,,,,,,,1,73,72,011,006
97444481,USAHA PEMBUATAN TEMPE (KAISAL),,JALAN JENDRAL SUDIRMAN,,,99756839,,,,,,1,73,72,011,002
97446886,SD SI 1 PAREPARE,,JL OPU DG RISAJU,,,,,SDSYARIKARTISIAM@YAHOO.CO.ID,,,,1,73,72,030,004
97446910,SANGGAR KEGIATAN BELAJAR,,JALAN M AGUSSALIM,,,,,,,,,1,73,72,011,006
97445708,KOPI DAENG (KALLA),,JL ALWI ABD DJALIL HABIBIE,,,,,,,,,1,73,72,020,003
97446953,RA UMDI KAMPUNG BARU,,JALAN H AGUSSALIM,,,42562954,,,,,,1,73,72,011,006
97445783,SALON CLASSIC,,JL LAPANGSIUNG,,,4138786,,,,,,1,73,72,010,004
97444616,NAGAMAS UD,,JLN BAU MASSEPE,,,081242767453,,,,,,1,73,72,011,004
97445836,JUAL PULSA HP ( A NURHEDA),,JIN BAU MASSEPE,,,55699761,,,,,,1,73,72,011,004
97445922,SALON DIAN (HERLINA),,JALAN LINTAS BRIMOB,,,5907506,,,,,,1,73,72,011,002
97447027,USAHA PERSEWAAN KAMAR (LILI),,JL DAENG PAWERO NO 3,,,23327,,,,,,1,73,72,030,001
97446021,JUAL TUPPERWARE (ADRIANA),,JLN BAU MASSEPE,,,,,,,,,1,73,72,011,004
97446028,TOKO MARSA (HUSTAMAN),,JALAN BAUMASSEPE NO 140,,,,,,,,,1,73,72,011,006
97504840,JUAL BERAS (MAEMUNAH),,JL H AGUSSALIM,,,,,,,,,1,73,72,011,006
97504879,UD.AL QADRI (MUH IRSYAD),,JL SUAKA ALAM LESTARI,,,,,,,,,1,73,72,011,002
97444170,SMP NEG 3 PAREPARE,,JALAN JENDRAL SUDIRMAN NO 4,,,22498,,,,,,1,73,72,011,002
97445509,PEDANGNG AYAM (MUSTANDI),,JLN MATTIROTASI,,,,,,,,,1,73,72,011,004
97444359,JUAL PULSA TELEPON (GITA),,JALAN BAUMASSEPE NO 102,,,,,,,,,1,73,72,011,006
97445567,USAHA KOST KOSTAN (PARASANG),,JALAN LINTAS BRIMOB,,,55456728,,,,,,1,73,72,011,002
97446772,GRAHA MUSLINDA,,JALAN BAU MESSEPE JL DAMIS,,,085256731380,,,,,,1,73,72,011,006
97445568,TOKO MEUBEL DUA PUTRA,,JALAN BAU MASSEPE NO 137,,,55035656,,,,,,1,73,72,011,004
97445574,TOKO MAHAMERU COMPUTER (UMAR),,JALAN BAUMASSEPE,,,30890561,,,,,,1,73,72,011,006
97445581,WARUNG KELONTONG (A ASNUR),,JLN BAU MASSEPE,,,,,,,,,1,73,72,011,004
97498091,BALAI OBAT SATRIA,,JL LAUPE,,,255007491,,,,,,1,73,72,030,007
97499800,ETTI MEUBEL,,JALAN LATASSAKKA,,,,,,,,,1,73,72,011,001
97501486,ILMU AMALIAH,,JLN.JENDRAL AHMAD YANI,,,77747685,,,,,,1,73,72,020,005
97499827,TAMAN KANAK KANAK BHARATA UTAMA (NURMIATI),,JALAN A MAPPANGULUNG,,,44418774,,,,,,1,73,72,030,005
97499288,USAHA MEUBEL( ABD HAKIM),,JL KOPERTIS,,,91100527,,,,,,1,73,72,010,004
97499849,MST OTO,,JL JEND A YANI,,,,,,,,,1,73,72,020,005
97501618,KANTIN METRO,,JALAN LINGKAR LAPADDE,,,,,,,,,1,73,72,020,005
97500010,TV KABEL (RUSLI),,JALAN SAMPARAJA,,,88324094,,,,,,1,73,72,020,004
97499399,BARANG BEKAS (EDWIN),,LAULENG,,,99189245,,,,,,1,73,72,030,007
97500021,PONDOK HIJAU CELULER (DZAKKIR),,JL LASANGGA,,,,,,,,,1,73,72,010,004
97501672,USAHA KREDIT BARANG (SRI FATMARANI),,JALAN A MAPPANGULUNG,,,55828356,,,,,,1,73,72,030,005
97505790,POSYANDU MELATI 4,,JL SURYA FATMAN MANGGU NO 25,,,45712111,,,,,,1,73,72,030,001
97505872,USAHA MUEBEL (HALIM),,JL.LASANGGA WEKKEE,,,,,,,,,1,73,72,010,004
97502854,MAINAN ANAK (HJ SURIANA),,JALAN JEND M YUSUF PERUMNAS BLOK E,,,42674260,,,,,,1,73,72,010,004
97500857,SD NEGERI 48 PAREPARE,,JALAN ANDI AKRAB NO 14,,,082393999207,,,,,,1,73,72,020,005
97503278,HIKMA BAKERY (PARMAN),,JL JEND MUH YUSUF,,,99912080,,,,,,1,73,72,010,004
97500920,DEPOT AIR MINUM DWI (HJ FATMAWATI),,JALAN ANDI AKRAB,,,,,,,,,1,73,72,020,005
97501005,NOTARIS <DALWIAH PIDA>,,JALAN MATTIROTASI,,,,,,,,,1,73,72,011,004
97503456,POSYANDU MATAHARI,,JLN JEND AHMAD YANI KM 4,,,43857655,,,,,,1,73,72,020,005
97503540,JUAL ES KHAS MATARAM,,JL JEND AHMAD YANI,,,,,,,,,1,73,72,030,005
97503607,KANTIN KEJUJURAN,,JL H A MUH ARSYAD,,,55828256,,,,,,1,73,72,030,006
97503611,TOKO OBAT PIANA,,JALAN JEND M YUSUF PERUMNAS BLOK E,,,42674266,,,,,,1,73,72,010,004
97503694,US MAIWA CHICKEN,,JALAN PELABUHAN RAKRAT,,,55187771,,,,,,1,73,72,030,001
97501982,TERMINAL BANGUNAN,,JL H MIRDIN KASIM,,,085201902111,,,,,,1,73,72,011,001
97446584,TOKO MEUBEL KALINGGA JATI,,JL. A. MAKKASAU,,,99883387,,,,,,1,73,72,030,002
97446647,TKA TPA ALHIDAYAH,,JALAN BAUMASSEPE,,,41407853,,,,,,1,73,72,011,006
97446650,TOKO PINK MINI,,JL KEBUN SAYUR,,,,,,,,,1,73,72,030,005
97446660,SLB BC DDI KAMPUNG BARU,,JALAN H AGUSSALIM,,,45464413,,,,,,1,73,72,011,006
97504001,HOTEL PLATINUM,,JL INDUSTRI KECIL,,,,,,,,,1,73,72,030,005
97504009,DEPOT NURUL (AHMAD),,JL KIJANG NO 22,,,30646098,,,,,,1,73,72,020,001
97502407,AYLA COLLECTION,,JL JEND A YANI KM 6,,,99138334,,,,,,1,73,72,020,005
97800963,KOPI PASTE,,JL A MAPPATOLA,,,04212914229,,kopipastecoffeeshop@gmail.com,,,,1,73,72,020,003
97886843,PERSEWAAN KAMAR <MARDIANA>,,JL.GELORA MANDIRI,,,085399387569,,,,,,1,73,72,010,004
97964699,CAFE DAN RESTO B'ALI,,JALAN BANDAR MADANI KOMPLEKS PASAR UKM,,,082344418977,,,,,,1,73,72,020,001
98032864,PANTAI JUARANA LUMPUE,,Jl Matalie Rt 002 / Rw 004,,,,,,,,,1,73,72,011,001
98032865,PANTAI LUMPUE,,LUMPUE PINGGIR LAUT RT 02 RW 04,,,,,,,,,1,73,72,011,001
98059521,"TANJUNG PENGHARAPAN, PT",,JL. KALIMANTAN NO.37,,,,,,,-4.0047,119.62214,4,73,72,020,
2472764,ALDAN PUTRA,,JL. BAU MASSEPE,,,082346652073,,aldanputracv@gmail.com,,,,1,73,72,011,003
2473021,MT. ASHABUL KAHFI,,JL. LINGKAR,,,085342637179,,mtashabulk@gmail.com,,,,1,73,72,010,005
2475881,PENDIDIKAN NUR HIDAYAT,,"JL. KALIMANTAN NO. 55, UJUNG SABBANG",,,085343635938,,tkanugrah2007@yahoo.com,,,,1,73,72,020,003
2476393,AUTO CLASER CLUB (ACC),,PETTA UNGA,,,085255803770,,sukrilanra75@gmail.com,,,,1,73,72,030,006
2477305,JURNAL AJATAPPARENG PERKASA,,JALAN LASIMING,,,085299452030,,AJATTAPARENG,,,,1,73,72,020,004
2478048,UMMUL QURO KOTA PAREPARE,,JL. SEJAHTERA,,,085255965452,,santososantosoumi@gmail.com,,,,1,73,72,020,005
2478181,LEMBAGA BIRD COMUNITAS LASKAR KICAU MANIA PAREPARE,,JL ZASILIA,,,081240021823,,,,,,1,73,72,020,003
2479427,MATAHARI MANDIRI,,JLH A M ARSYAD,,,082394465008,,liliagus54@gmail.com,,,,1,73,72,030,005
2480629,PT.MURLAH RAYA PRIMA,,MASJID JABAL NUR,,,081144300883,,pt.murlah.raya.prima@gmail.com,,,,1,73,72,011,005
2480766,HARAPAN BANGSA,,JL ANDI SINTA SELATAN,,,085146195008,,harapanbangsapajak@gmail.com,,,,6,73,72,030,003
2481064,DELISHA MABRUKAH,,JALAN SIBALI,,,085285070080,,delisha.mabrukah@gmail.com,,,,1,73,72,030,005
2482712,ANANDA LESTARI,,JL. M. ARSYAD,,,082333033327,,,,,,1,73,72,030,004
2484415,FORUM KERUKUNAN UMAT BERAGAMA PAREPARE,,JL. GANGGAWA,,,085299057655,,fkubparepare@gmail.com,,,,1,73,72,020,003
2487626,LEMBAGA PELATIHAN DAN KETERAMPILAN AMALIAH,,JL BUMI ASRI,,,085336202589,,ninilham9@gmail.com,,,,1,73,72,011,002
2488334,YAYASAN SAHRIR AMIN,,JL. NURUSSAMAWATI,,,085145360982,,yayasansahriramin311@gmail.com,,,,1,73,72,011,002
2488477,SELVIANA PUTRI,,JL. A. MAPPANGARA,,,081342543168,,putriselviana869@gmail.com,,,,1,73,72,010,004
2489073,MANDIRICVINSANI@GMAIL.COM,,JLN. JENDRALSUDIRMAN KM 4,,,085808327567,,mandiricvinsani@gmail.com,,,,1,73,72,030,007
2494678,KANAL INFO MEDIA,,JL.BAYAM NOMOR 37.A,,,085341908383,,kanalberita27@gmail.com,,,,1,73,72,030,005
2494715,SARTIKA,,"JL.H.A. AMIN LAENGKE NO. 4, LAKESSI",,,,,,,,,1,73,72,030,002
2496424,KELOMPOK TANI ALUPPANG,,PUSKESMAS,,,085237407887,,tanialuppang@yopmail.com,,,,1,73,72,020,005
2497091,MOKO INDONESIA,,JL ABUBAKAR LAMBOGO (DEPAN KANTOR KORAMIL),,,0811420886,,mokodonuts123@yopmail.com,,,,1,73,72,030,003
2498321,LPK IKSAN,,"JL. BAU MASSEPE NO.30, LUMPUE",,,081355062410,,lpk802@mailnesia.com,,,,1,73,72,011,001
2500199,BANK SYARIAH INDONESIA Tbk.,,JALAN BAU MASSEPE,,,042126699,,bsikcpparepare@yahoo.com,,,,1,73,72,020,002
2500927,PENDIDIKAN PANCA INSAN MADANI,,JL. GARUDA,,,081342385110,,pancainsan61@gmail.com,,,,1,73,72,010,004
2501050,"PT. WIRA KARSA KONSTRUKSI - PT. RAYA SINERGIS, KSO",,JL LUMPUE,,,081355339456,,wirakarsarayasinergis@gmail.com,,,,1,73,72,011,001
2501226,PEGAWAI NEGERI SLTP NEGERI 10 PAREPARE,,"JL.BAU MASSEPE NO.206, UJUNG SABBANG",,,,,kprimekarsltpn10@gmail.com,,,,1,73,72,020,003
2501892,CV.DINUL BERSAUDARA,,JALAN JEND.AHMAD YANI,,,085242088856,,dinulbersaudara03@gmail.com,,,,1,73,72,020,005
2510737,VIQRA AZZAHRA KONSTRUKSI,,BTN SOREANG PERMAI BLOK N / 12,,,04212914288,,viqraazzahra@gmail.com,,,,1,73,72,030,006
2511972,SEMBILAN DUA,,BTN PONDOK BAHAGIA,,,08114645111,,arisetiawaan92@gmail.com,,,,1,73,72,011,002
2514183,CV. FIRLY,,JL MUH. ARSYAD,,,085255749621,,cvfirly@gmail.com,,,,1,73,72,030,007
2518702,INDAH AULIA,,"JL.BAU MASSEPE NO.175 PAREPARE, KAMPUNG BARU",,,,,indahaulia131@yahoo.com,,,,1,73,72,011,006
2518761,AMVD,,JL BAU MASSEPE,,,081241353238,,ACEWALLE@YAHOO.COM,,,,1,73,72,011,001
2519390,SAM INTI PROPERTINDO,,JALAN LASIMING,,,08529971000,,samintipropertindo@gmail.com,,,,1,73,72,020,004
2520766,RDH MEDIA PAREPARE,,PERUMAHAN BTN PONDOK BAHAGIA,,,08114207580,,kelaster.rdhmedia@gmail.com,,,,1,73,72,011,002
2522574,NURFADILAH,,"JL BTN PONDOK INDAH SOREANG BLOK M NO 7, BUKIT HARAPAN",,,085250828604,,yaynurfadillahparepare@gmail.com,,,,1,73,72,030,007
2527199,LEMBAGA PAUD NUSA INDAH,,"JL. A. MAPPANGULUNG NO. 6 RT.002 RW.007, BUKIT INDAH",,,,,yayasanpaudnusaindah@gmail.com,,,,1,73,72,030,005
2530554,NETLA MULTI BANGUNINDO,,JALAN LINGKAR LANYER,,,085320366444,,netlaparepare@gmail.com,,,,1,73,72,010,005
2530992,PARE TEHNIK,,JL H. ABD. HAMID SALEH,,,085242220200,,uc.h.e.q.n.y.o.m.p.a@gmail.com,,,,1,73,72,030,001
2532228,CSC 94 KONSULTAN,,JL SAPTA MARGA PERUM NAP,,,082335461908,,csc94konsultan@gmail.com,,,,1,73,72,030,006
2533500,MT. NURUL ASKAR BRIMOB YON B PELOPOR,,JL. CHALIK NO.3 ASMOB DBN B PELOPOR,,,081355618563,,pareparekemenag@gmail.com,,,,1,73,72,011,003
2533867,APRINDA INTERNATIONAL,,JL. SAWI,,,0811420077,,aprindainternational@gmail.com,,,,1,73,72,030,004
2539815,PERGURUAN AMSIR,,"JL. BAU MASSEPE NO. 52A  , CAPPAGALUNG",,,,,yayasanamsir@yahoo.com,,,,1,73,72,011,
